#         n             M_B
       1.139808     -14.976986
       1.238631     -13.936438
       2.136186     -16.476164
       0.650922     -14.168219
       1.180387     -13.726849
       0.815249     -14.436986
       2.870821     -16.826301
       0.681657     -13.818082
       1.303047     -16.986575
       1.023653     -14.397534
       1.673057     -15.906575
       2.715101     -16.646301
       1.003103     -13.926575
       0.668311     -13.906849
       1.593577     -16.096438
       1.433358     -14.996712
       1.023653     -14.666301
       1.497996     -13.776164
       1.254430     -14.547945
       1.078529     -13.798356
       0.808663     -13.366849
       1.859126     -16.315890
       0.983464     -14.086849
       1.180387     -14.007945
       1.792486     -14.937534
       1.166703     -14.976986
       1.520954     -16.786849
       2.391884     -15.516986
       1.393942     -15.248219
       1.208852     -14.037534
       0.835332     -13.078356
       1.894330     -14.996712
       2.449563     -14.067123
       1.825502     -17.215890
       0.856778     -14.607123
       1.454588     -14.436986
       1.673057     -15.226027
       1.254430     -16.315890
       1.701284     -15.556438
       2.008060     -16.688219
       1.476133     -14.927671
       1.153177     -14.227397
       1.208852     -13.926575
       1.139808     -14.057260
       2.183268     -15.955890
       0.808663     -13.677534
       1.859126     -16.727671
       0.937219     -13.988219
       0.964209     -14.187945
       2.092241     -13.107945
       1.166703     -13.327397
       1.825502     -15.258082
       1.931179     -15.817808
       0.634307     -13.347123
       0.992983     -13.677534
       1.320338     -13.867397
       2.715101     -16.436712
       0.928705     -13.596164
       1.454588     -15.127397
       1.393942     -14.806849
       2.449563     -16.666027
       1.520954     -15.356712
       1.090073     -13.487671
       0.954966     -13.236164
       0.973542     -14.096712
       1.303047     -14.616986
       1.194232     -15.526849
       1.825502     -17.477260
       1.023653     -13.726849
       0.550362     -13.798356
       1.859126     -15.396164
       1.544265     -15.166849
       1.254430     -14.427123
       1.859126     -15.127397
       1.238631     -16.177808
       1.254430     -13.827945
       2.511179     -14.547945
       2.183268     -15.546575
       1.730864     -15.277808
       2.008060     -14.626849
       0.695974     -13.936438
       1.859126     -14.986849
       1.303047     -15.036164
       1.859126     -14.567671
       1.931179     -15.798082
       1.180387     -13.117808
       1.194232     -14.616986
       0.937219     -13.396438
       1.127166     -15.356712
       0.954966     -14.348219
       1.034086     -15.216164
       1.153177     -14.927671
       1.593577     -16.518082
       1.645298     -14.898082
       0.405394     -13.167123
       1.497996     -13.766301
       1.254430     -15.068219
       0.672730     -13.448219
       2.049199     -15.248219
       1.180387     -14.557808
       1.102300     -14.538082
       1.337857     -13.268219
       1.931179     -15.536712
       1.673057     -13.596164
       1.254430     -14.577534
       1.497996     -14.587397
       1.433358     -14.875890
       2.231387     -16.207397
       1.544265     -14.518356
       1.139808     -13.258356
       1.476133     -15.336986
       2.231387     -15.706849
       0.992983     -15.968219
       1.303047     -13.356986
       1.393942     -15.987945
       1.303047     -15.546575
       2.335562     -16.126027
       1.254430     -16.217260
       1.044625     -13.906849
       2.049199     -15.356712
       0.919802     -14.266849
       1.673057     -16.656164
       1.153177     -13.246027
       1.413154     -16.197534
       1.194232     -13.098082
       1.286636     -14.708219
       3.466685     -17.228219
       2.790460     -14.358082
       2.098615     -17.585753
       1.756501     -16.784384
       7.750783     -18.983836
       8.063431     -20.184658
       6.490548     -20.865205
       8.245328     -21.503836
       1.867629     -18.135616
       1.857242     -17.635068
       3.869851     -18.145479
       2.561326     -18.283562
       2.421165     -17.753425
       5.843908     -22.344658
       3.135581     -20.194521
       1.877121     -18.855616
       5.391309     -21.735616
       1.656178     -18.574521
       1.817191     -18.155342
       1.515566     -19.193425
       5.251032     -20.914521
       1.183983     -17.945753
       2.994204     -19.183562
       2.048160     -16.525479
       2.349815     -16.813973
       3.840532     -17.945753
       1.817191     -18.515342
       3.267028     -18.914795
       2.823190     -17.065479
       3.296979     -19.274795
       2.038836     -19.183562
       4.444309     -20.285753
       3.436934     -19.395616
       2.480809     -17.304658
       4.415114     -21.205479
       2.944525     -17.795342
       0.654894     -13.435890
       0.864195     -14.035068
       2.049199     -16.204932
       1.825502     -15.393699
       1.223651     -14.365479
       0.872117     -13.835342
       0.964209     -13.815616
       1.055806     -14.355616
       0.928705     -15.573699
       0.654894     -14.843836
       0.771028     -13.374247
       0.634307     -17.104932
       0.681657     -14.764932
       0.903166     -13.973425
       1.645298     -14.954795
       0.887281     -13.485205
       2.231387     -15.553973
       2.092241     -16.424384
       3.466685     -15.494795
       1.139808     -15.144658
       0.541505     -14.234795
       0.983464     -14.503562
       0.937219     -15.923836
       1.034086     -13.334795
       1.565549     -16.725205
       2.018267     -17.265205
       1.746732     -15.043562
       0.942460     -15.504658
       1.596003     -16.074247
       1.264006     -15.324658
       1.384785     -15.285205
       1.093394     -15.645205
       1.073075     -14.853699
       1.304369     -15.174247
       1.384785     -15.864658
       1.394649     -16.843562
       1.294487     -15.844932
       1.626224     -16.515616
       1.163749     -15.285205
