#logSigmaGas	logSigmaSFR
0.45		-3.4
0.68		-3.65
0.82		-3.45
0.88		-3.18
0.72		-3.22
0.54		-3.2
0.56		-3.22
0.58		-3
0.6		-3.02
0.6		-3
0.61		-3.01
0.58		-2.72
0.69		-2.75
0.7		-2.72
0.82		-2.68
1.02		-2.82
1.07		-2.81
0.89		-2.92
0.74		-2.95
0.79		-3
